row,id,time,value
412,sbb_nettotonnenkm,2002-02-16,22149911.541
413,sbb_nettotonnenkm,2002-02-17,7726802.547
414,sbb_nettotonnenkm,2002-02-18,26886417.373
415,sbb_nettotonnenkm,2002-02-19,42017325.527
416,sbb_nettotonnenkm,2002-02-20,43208292.29
417,sbb_nettotonnenkm,2002-02-21,42345793.463
418,sbb_nettotonnenkm,2002-02-22,26121469.514
419,sbb_nettotonnenkm,2002-02-23,10690987.988
420,sbb_nettotonnenkm,2002-02-24,2335375.818
421,sbb_nettotonnenkm,2002-02-25,20405550.448
422,sbb_nettotonnenkm,2002-02-26,28567180.618
423,sbb_nettotonnenkm,2002-02-27,29339989.695
424,sbb_nettotonnenkm,2002-02-28,29818781.432
425,sbb_nettotonnenkm,2002-03-01,28490967.914
426,sbb_nettotonnenkm,2002-03-02,12345414.719
427,sbb_nettotonnenkm,2002-03-03,2922365.594
428,sbb_nettotonnenkm,2002-03-04,25358876.54
429,sbb_nettotonnenkm,2002-03-05,33521510.572
430,sbb_nettotonnenkm,2002-03-06,33730266.121
431,sbb_nettotonnenkm,2002-03-07,36926852.075
432,sbb_nettotonnenkm,2002-03-08,33183768.116
433,sbb_nettotonnenkm,2002-03-09,18565017.934
434,sbb_nettotonnenkm,2002-03-10,6192420.474
435,sbb_nettotonnenkm,2002-03-11,28008323.916
436,sbb_nettotonnenkm,2002-03-12,41706392.54
437,sbb_nettotonnenkm,2002-03-13,40585989.847
438,sbb_nettotonnenkm,2002-03-14,40543226.209
439,sbb_nettotonnenkm,2002-03-15,36674498.673
440,sbb_nettotonnenkm,2002-03-16,20438428.131
441,sbb_nettotonnenkm,2002-03-17,7481343.717
442,sbb_nettotonnenkm,2002-03-18,26640658.077
443,sbb_nettotonnenkm,2002-03-19,40977323.066
444,sbb_nettotonnenkm,2002-03-20,42725562.469
445,sbb_nettotonnenkm,2002-03-21,41434542.194
446,sbb_nettotonnenkm,2002-03-22,40397386.967
447,sbb_nettotonnenkm,2002-03-23,27899018.076
448,sbb_nettotonnenkm,2002-03-24,8463716.666
449,sbb_nettotonnenkm,2002-03-25,30749099.422
450,sbb_nettotonnenkm,2002-03-26,47422182.588
451,sbb_nettotonnenkm,2002-03-27,47678059.761
452,sbb_nettotonnenkm,2002-03-28,42329433.902
453,sbb_nettotonnenkm,2002-03-29,22160881.691
454,sbb_nettotonnenkm,2002-03-30,16785037.748
455,sbb_nettotonnenkm,2002-03-31,5408409.437
456,sbb_nettotonnenkm,2002-04-01,480484.91
457,sbb_nettotonnenkm,2002-04-02,28723952.255
458,sbb_nettotonnenkm,2002-04-03,41637948.821
459,sbb_nettotonnenkm,2002-04-04,44487765.624
460,sbb_nettotonnenkm,2002-04-05,40468826.07
461,sbb_nettotonnenkm,2002-04-06,23665208.416
462,sbb_nettotonnenkm,2002-04-07,6947527.893
463,sbb_nettotonnenkm,2002-04-08,27893743.317
464,sbb_nettotonnenkm,2002-04-09,44687854.564
465,sbb_nettotonnenkm,2002-04-10,48082142.618
466,sbb_nettotonnenkm,2002-04-11,45977293.376
467,sbb_nettotonnenkm,2002-04-12,41572391.24
468,sbb_nettotonnenkm,2002-04-13,25144559.919
469,sbb_nettotonnenkm,2002-04-14,8541116.595
470,sbb_nettotonnenkm,2002-04-15,28071990.935
471,sbb_nettotonnenkm,2002-04-16,36006559.735
472,sbb_nettotonnenkm,2002-04-17,44597293.628
473,sbb_nettotonnenkm,2002-04-18,44911604.655
474,sbb_nettotonnenkm,2002-04-19,40249976.335
475,sbb_nettotonnenkm,2002-04-20,25301941.64
476,sbb_nettotonnenkm,2002-04-21,8690449.061
477,sbb_nettotonnenkm,2002-04-22,28874187.341
478,sbb_nettotonnenkm,2002-04-23,44184006.493
479,sbb_nettotonnenkm,2002-04-24,42293798.168
480,sbb_nettotonnenkm,2002-04-25,38685236.376
481,sbb_nettotonnenkm,2002-04-26,34999815.522
482,sbb_nettotonnenkm,2002-04-27,23079603.229
483,sbb_nettotonnenkm,2002-04-28,7917298.615
484,sbb_nettotonnenkm,2002-04-29,28020343.317
485,sbb_nettotonnenkm,2002-04-30,39027784.653
486,sbb_nettotonnenkm,2002-05-01,26749760.034
487,sbb_nettotonnenkm,2002-05-02,32049868.253
488,sbb_nettotonnenkm,2002-05-03,30830786.027
489,sbb_nettotonnenkm,2002-05-04,13861247.017
490,sbb_nettotonnenkm,2002-05-05,6235481.293
491,sbb_nettotonnenkm,2002-05-06,29395383.368
492,sbb_nettotonnenkm,2002-05-07,42999919.503
493,sbb_nettotonnenkm,2002-05-08,43012463.467
494,sbb_nettotonnenkm,2002-05-09,21060853.498
495,sbb_nettotonnenkm,2002-05-10,27112077.321
496,sbb_nettotonnenkm,2002-05-11,22611032.965
497,sbb_nettotonnenkm,2002-05-12,7617537.104
498,sbb_nettotonnenkm,2002-05-13,28458008.605
