time,value
2008-12-04,149004.99346189998
2008-12-05,193175.00229779998
2008-12-08,155970.3304445
2008-12-09,145425.4084552
2008-12-10,224815.420914
2008-12-11,157749.84019420002
2008-12-12,181210.1738
2008-12-15,256510.4005395
2008-12-16,139517.0285929
2008-12-17,248689.4481836
2008-12-18,161589.1136549
2008-12-19,159716.271724
2008-12-22,182576.2153841
2008-12-23,168360.83235570003
2008-12-24,196157.9299025
2008-12-29,178471.6048185
2008-12-30,187124.4610518
2008-12-31,176885.1660045
2009-01-05,203820.2081554
2009-01-06,134625.2432198
2009-01-07,260409.06490579998
2009-01-08,164240.7049774
2009-01-09,144457.07550910002
2009-01-12,168555.8021249
2009-01-13,136809.24652339998
2009-01-14,224908.02790629998
2009-01-15,169142.6138751
2009-01-16,155977.7308929
2009-01-19,103850.9437624
2009-01-20,189575.5565649
2009-01-21,274435.793379
2009-01-22,160877.6271845
2009-01-23,166823.09225810002
2009-01-26,158599.2830301
2009-01-27,147143.8650543
2009-01-28,249903.2553078
2009-01-29,166323.2790041
2009-01-30,214382.7895751
2009-02-02,177142.7687495
2009-02-03,166194.5834702
2009-02-04,309290.4727479
2009-02-05,186387.67089570002
2009-02-06,169260.7208374
2009-02-09,175438.254648
2009-02-10,173460.914154
2009-02-11,327142.19273340004
2009-02-12,196830.23093229998
2009-02-13,171011.9427112
2009-02-16,102456.2507829
2009-02-17,180626.17888020002
2009-02-18,275042.9232434
2009-02-19,153587.6055996
2009-02-20,159288.7629277
2009-02-23,157636.23004979998
2009-02-24,142352.8607857
2009-02-25,278442.7728484
2009-02-26,147308.3581186
2009-02-27,215720.10183079998
2009-03-02,152670.22204239998
2009-03-03,137677.0336426
2009-03-04,290960.9480578
2009-03-05,168898.8739225
2009-03-06,166534.43472929997
2009-03-09,174919.39637829998
2009-03-10,155267.325398
2009-03-11,278935.7632194
2009-03-12,172349.3640763
2009-03-13,154923.7294607
2009-03-16,207442.99165510002
2009-03-17,168982.3334542
2009-03-18,313997.226571
2009-03-19,161422.5291976
2009-03-20,170308.6180092
2009-03-23,190798.57594439999
2009-03-24,135776.8714258
2009-03-25,302466.8073321
2009-03-26,169508.7561261
2009-03-27,152528.5867249
2009-03-30,157685.81069629997
2009-03-31,180679.083989
2009-04-01,296097.25491390005
2009-04-02,130939.8467308
2009-04-03,152700.3289356
2009-04-06,174842.7068797
2009-04-07,151785.47683939998
2009-04-08,284830.9906743
2009-04-09,168180.6044929
2009-04-14,193357.6208071
2009-04-15,257909.8921789
2009-04-16,168857.24084920002
2009-04-17,140865.6637983
2009-04-20,164056.06640170002
2009-04-21,143649.4900968
2009-04-22,278182.43566990003
2009-04-23,153507.6575253
2009-04-24,177344.99923
2009-04-27,175035.2889449
2009-04-28,146657.45556970002
2009-04-29,251323.49960439999
2009-04-30,198646.3704925
2009-05-04,163551.192459
2009-05-05,151007.7401435
2009-05-06,277912.3979434
2009-05-07,157480.2155561
2009-05-08,165640.3974556
2009-05-11,174644.4970946
2009-05-12,132696.4271526
2009-05-13,272884.5753618
2009-05-14,152103.66048289998
2009-05-15,127251.6417321
2009-05-18,153722.75364570002
2009-05-19,132234.9414741
2009-05-20,280782.36249790003
2009-05-22,138833.4653275
2009-05-25,109796.05610389999
2009-05-26,160265.8161883
2009-05-27,290403.4465626
2009-05-28,135629.7021235
2009-05-29,176507.20558429998
2009-06-02,168245.3269279
2009-06-03,274873.10824729997
2009-06-04,168251.3147095
2009-06-05,158047.8199579
2009-06-08,155356.0160519
2009-06-09,132235.0155762
2009-06-10,266715.63001729996
2009-06-11,143338.24893560002
2009-06-12,138153.6796417
2009-06-15,160607.75235020003
2009-06-16,128632.311091
2009-06-17,213967.6105563
2009-06-18,161977.5729422
2009-06-19,144177.9680467
2009-06-22,155595.84599529998
2009-06-23,135890.3149397
2009-06-24,240273.70477
2009-06-25,164977.36715570002
2009-06-26,193512.84260910001
2009-06-29,136529.2401726
2009-06-30,162316.9658147
2009-07-01,207057.27964310002
2009-07-02,145610.1780864
2009-07-03,126395.3081447
2009-07-06,133397.515621
2009-07-07,105569.6112181
2009-07-08,194552.7333819
2009-07-09,111448.4916032
2009-07-10,112596.4424786
2009-07-13,113213.2322486
2009-07-14,110447.0102125
2009-07-15,211317.01454889998
2009-07-16,113212.4868252
2009-07-17,113830.1681099
2009-07-20,124988.9324679
2009-07-21,96872.1041158
2009-07-22,212564.8859554
2009-07-23,119270.7442426
2009-07-24,121438.7289734
2009-07-27,120948.5493755
2009-07-28,111593.6507894
2009-07-29,185504.96629820002
2009-07-30,111092.0275558
2009-07-31,138783.0405471
2009-08-03,117562.8774034
2009-08-04,102759.07567769999
2009-08-05,164390.9788109
2009-08-06,130594.5149267
2009-08-07,117800.8987242
2009-08-10,121780.3508799
2009-08-11,101327.8359475
2009-08-12,163335.8997495
2009-08-13,106420.9234607
2009-08-14,114274.24549789999
2009-08-17,120803.9577378
2009-08-18,94591.82767489999
2009-08-19,161633.44241410002
2009-08-20,108031.8762328
2009-08-21,104694.91810730001
2009-08-24,118930.2881015
2009-08-25,128665.47646660001
2009-08-26,158129.8712015
2009-08-27,97296.5411876
2009-08-28,120739.24520810001
2009-08-31,123381.5650398
2009-09-01,119628.113209
2009-09-02,146665.6228064
2009-09-03,110901.5728723
2009-09-04,98669.8601625
2009-09-07,60497.307614800004
2009-09-08,137035.7816018
2009-09-09,142703.33224629998
2009-09-10,117467.7118469
2009-09-11,102697.9554983
2009-09-14,116376.28856389999
2009-09-15,111690.9645327
2009-09-16,164222.9308055
2009-09-17,113908.32757139999
2009-09-18,108600.8305915
2009-09-21,120089.394832
2009-09-22,123715.50887610001
2009-09-23,193237.8827249
2009-09-24,117910.4586041
2009-09-25,114879.4617651
2009-09-28,121838.16659489999
2009-09-29,117895.4053596
2009-09-30,191526.0300139
2009-10-01,143716.6882119
2009-10-02,140412.9583953
2009-10-05,109533.618997
2009-10-06,109062.60410869999
2009-10-07,168376.4393124
2009-10-08,118697.8649828
2009-10-09,117898.20110739999
2009-10-12,64477.1587839
2009-10-13,117330.9916886
2009-10-14,180278.061493
2009-10-15,105905.9500372
2009-10-16,103045.9922697
2009-10-19,111653.4515348
2009-10-20,100975.8357327
2009-10-21,175891.3327846
2009-10-22,115028.8586482
2009-10-23,123137.6551421
2009-10-26,104750.97681569999
2009-10-27,113223.2829796
2009-10-28,178680.27586229998
2009-10-29,104821.3706396
2009-10-30,157069.8242639
2009-11-02,126464.1830119
2009-11-03,106453.6370702
2009-11-04,173004.2070259
2009-11-05,113514.6913812
2009-11-06,122807.493389
2009-11-09,124769.25695930001
2009-11-10,125386.9414075
2009-11-11,131281.1742705
2009-11-12,113046.6271284
2009-11-13,107948.896739
2009-11-16,134895.6003594
2009-11-17,104663.41504569999
2009-11-18,179546.39294760002
2009-11-19,121416.1062385
2009-11-20,128225.7648266
2009-11-23,121018.0252507
2009-11-24,118647.8367154
2009-11-25,187455.4772969
2009-11-26,73552.7002011
2009-11-27,145274.3031201
2009-11-30,193924.04566670003
2009-12-01,142863.8645666
2009-12-02,181847.94147420002
2009-12-03,128786.8726775
2009-12-04,122048.0646316
2009-12-07,127909.0541435
2009-12-08,133238.9375123
2009-12-09,193818.0273365
2009-12-10,137369.9228128
2009-12-11,123321.5417198
2009-12-14,122131.79677160001
2009-12-15,132375.6713953
2009-12-16,191529.0578195
2009-12-17,141360.9396722
2009-12-18,130628.3190098
2009-12-21,134881.120352
2009-12-22,125973.1064571
2009-12-23,208991.4565189
2009-12-24,120277.6948546
2009-12-28,125502.8723412
2009-12-29,134200.4573817
2009-12-30,168493.0865374
2009-12-31,135149.971124
2010-01-04,146302.4772932
2010-01-05,111744.2315733
2010-01-06,172943.5777865
2010-01-07,142334.4633355
2010-01-08,140959.5936189
2010-01-11,131805.5994291
2010-01-12,124616.1242401
2010-01-13,168718.2595137
2010-01-14,130661.7185809
2010-01-15,146134.5668103
2010-01-18,86985.781178
2010-01-19,150074.545788
2010-01-20,198638.93092460002
2010-01-21,125088.0487535
2010-01-22,115540.8012588
2010-01-25,132099.6851185
2010-01-26,118655.4121187
2010-01-27,157011.3031452
2010-01-28,133735.869778
2010-01-29,169017.50548420002
2010-02-01,137822.6075368
2010-02-02,121483.673014
2010-02-03,157629.98298570001
2010-02-04,119672.9619667
2010-02-05,126758.0028664
2010-02-08,140597.54438329997
2010-02-09,130111.09327960001
2010-02-10,166852.3956538
2010-02-11,113368.18770960001
2010-02-12,128180.40840989999
2010-02-15,79764.5670196
2010-02-16,154350.79739360002
2010-02-17,149508.50144310002
2010-02-18,111089.3970166
2010-02-19,118290.5658708
2010-02-22,133750.979754
2010-02-23,130353.1946366
2010-02-24,205707.2986555
2010-02-25,164693.1684264
2010-02-26,189004.04666770002
2010-03-01,146121.1228411
2010-03-02,120779.8859662
2010-03-03,162880.1079033
2010-03-04,129657.2126081
2010-03-05,148636.8636635
2010-03-08,144687.8830249
2010-03-09,134809.2875944
2010-03-10,163427.0253939
2010-03-11,140819.6672124
2010-03-12,133999.9543588
2010-03-15,138787.2626318
2010-03-16,130939.6255431
2010-03-17,169364.5057845
2010-03-18,123368.0011053
2010-03-19,117179.4622103
2010-03-22,140901.11088639998
2010-03-23,132318.1507053
2010-03-24,199735.5644882
2010-03-25,141282.58042410002
2010-03-26,117627.71878380001
2010-03-29,123088.0566105
2010-03-30,129263.3357557
2010-03-31,207873.0696119
2010-04-01,147602.7650124
2010-04-06,183515.65838110002
2010-04-07,192552.4114163
2010-04-08,147613.24992489998
2010-04-09,139507.71806729998
2010-04-12,134342.9047214
2010-04-13,122583.08402489999
2010-04-14,176749.1937899
2010-04-15,127572.8007159
2010-04-16,124378.6927881
2010-04-19,127419.1298083
2010-04-20,122622.02762260001
2010-04-21,205490.5712607
2010-04-22,128908.94007960001
2010-04-23,135736.5476342
2010-04-26,134397.9927561
2010-04-27,125063.1657992
2010-04-28,194067.9072129
2010-04-29,125029.6218559
2010-04-30,164720.1670289
2010-05-03,113468.6569145
2010-05-04,114854.444047
2010-05-05,187320.42724470003
2010-05-06,141345.46710520002
2010-05-07,149046.6410467
2010-05-10,163323.964396
2010-05-11,118980.9954098
2010-05-12,230571.562393
2010-05-14,143175.4794537
2010-05-17,125759.0197921
2010-05-18,109664.7834087
2010-05-19,251628.7286724
2010-05-20,135195.9686971
2010-05-21,149502.7846595
2010-05-25,166027.6875044
2010-05-26,260266.20752260002
2010-05-27,119195.68657260001
2010-05-28,162978.45988120002
2010-05-31,78300.743458
2010-06-01,122334.8296762
2010-06-02,184720.1425634
2010-06-03,100075.5671878
2010-06-04,105531.0824486
2010-06-07,122072.08244869999
2010-06-08,109010.96627830001
2010-06-09,188696.7688405
2010-06-10,125876.8665498
2010-06-11,135658.6064101
2010-06-14,119700.9487813
2010-06-15,124231.831044
2010-06-16,196636.8712101
2010-06-17,103285.8981241
2010-06-18,124672.25936530001
2010-06-21,120664.4430593
2010-06-22,105348.60124739999
2010-06-23,279657.7203789
2010-06-24,119062.7767434
2010-06-25,133363.18344619998
2010-06-28,139906.8901725
2010-06-29,117423.7027852
2010-06-30,297802.78267509997
2010-07-01,119809.7551047
2010-07-02,115180.3630133
2010-07-05,75402.3240646
2010-07-06,131522.99789139998
2010-07-07,137851.6008981
2010-07-08,106256.8017842
2010-07-09,116066.9223334
2010-07-12,210737.3150082
2010-07-13,115221.56375080001
2010-07-14,135793.1217354
2010-07-15,140212.6303565
2010-07-16,132149.4392392
2010-07-19,158261.77551479999
2010-07-20,114206.7099518
2010-07-21,121726.00340439999
2010-07-22,129013.0969144
2010-07-23,132438.9560597
2010-07-26,180125.14698710002
2010-07-27,121192.6715943
2010-07-28,122647.2701309
2010-07-29,143682.642686
2010-07-30,161980.2187166
2010-08-02,158180.0483277
2010-08-03,97368.303932
2010-08-04,105910.90029589999
2010-08-05,100844.0067975
2010-08-06,111816.0843738
2010-08-09,197948.2300987
2010-08-10,113173.79934869999
2010-08-11,123802.74977519999
2010-08-12,112127.59374089999
2010-08-13,111189.31499089999
2010-08-16,189691.0064651
2010-08-17,102819.91843539999
2010-08-18,104738.3528758
2010-08-19,115828.84571410001
2010-08-20,108333.366173
2010-08-23,194330.6229554
2010-08-24,102543.0301301
2010-08-25,120619.76747569999
2010-08-26,119103.31746860001
2010-08-27,119798.6934993
2010-08-30,209912.8252324
2010-08-31,168898.8773782
2010-09-01,150809.22051470002
2010-09-02,135737.7605884
2010-09-03,132551.5959051
2010-09-06,153135.7825314
2010-09-07,144620.89924189998
2010-09-08,124870.6481265
2010-09-09,121409.0353901
2010-09-10,117944.29541139999
2010-09-13,186790.2034285
2010-09-14,112479.312122
2010-09-15,132431.3757783
2010-09-16,126595.8559583
2010-09-17,121292.7221121
2010-09-20,237219.6712169
2010-09-21,119199.1592926
2010-09-22,129976.576103
2010-09-23,120811.0903278
2010-09-24,130788.3485075
2010-09-27,229336.6276479
2010-09-28,120437.6030081
2010-09-29,119547.8654737
2010-09-30,180610.57170670002
2010-10-01,138865.33898210002
2010-10-04,205702.63238670002
2010-10-05,123872.6627688
2010-10-06,127299.09991339999
2010-10-07,119471.7416094
2010-10-08,131598.4942075
2010-10-11,130715.54624760001
2010-10-12,141520.61677579998
2010-10-13,118646.1633838
2010-10-14,137785.83055070002
2010-10-15,144086.4170499
2010-10-18,261300.6237039
2010-10-19,106854.4997496
2010-10-20,127617.2067852
2010-10-21,112945.1559612
2010-10-22,119210.0011118
2010-10-25,202844.831698
2010-10-26,120808.2250345
2010-10-27,135939.3747482
2010-10-28,125294.632666
2010-10-29,169443.0019411
2010-11-01,194069.4199249
2010-11-02,115840.0290122
2010-11-03,130275.3515604
2010-11-04,119548.0284507
2010-11-05,116685.5685459
2010-11-08,198381.8490778
2010-11-09,112612.79567739999
2010-11-10,128502.1415799
2010-11-11,80665.02175439999
2010-11-12,127344.2322862
2010-11-15,243929.67318729998
2010-11-16,130324.5309905
2010-11-17,112612.5241751
2010-11-18,115120.0283795
2010-11-19,120532.8135315
2010-11-22,200316.27062770003
2010-11-23,111632.8972607
2010-11-24,124277.62957769999
2010-11-25,101070.7954993
2010-11-26,142243.1152265
2010-11-29,215551.3293551
2010-11-30,151448.38758379998
2010-12-01,143090.29435860002
2010-12-02,135665.038264
2010-12-03,150805.20813870002
2010-12-06,193570.9900859
2010-12-07,115954.6868223
2010-12-08,119446.8902782
2010-12-09,125664.45638660001
2010-12-10,130288.88353030001
2010-12-13,217996.151693
2010-12-14,120204.45471660001
2010-12-15,163626.85748910002
2010-12-16,140687.20269379998
2010-12-17,142660.9945312
2010-12-20,227202.6659394
2010-12-21,135315.6323949
2010-12-22,179187.27714639998
2010-12-23,139597.2643117
2010-12-24,128213.8849493
2010-12-27,181642.126304
2010-12-28,95344.9768302
2010-12-29,116478.9486745
2010-12-30,123426.50757660001
2010-12-31,116512.3394542
2011-01-03,157886.2743699
2011-01-04,117650.67806139999
2011-01-05,112922.41826589999
2011-01-06,121424.3736661
2011-01-07,143188.6948003
2011-01-10,235825.41435839998
2011-01-11,117396.28658910001
2011-01-12,129027.0024695
2011-01-13,131259.319949
2011-01-14,127454.10604560001
2011-01-17,135734.0212017
2011-01-18,135794.8999406
2011-01-19,113705.2718065
2011-01-20,132127.3929177
2011-01-21,119425.9471666
2011-01-24,189911.7770264
2011-01-25,136655.5019328
2011-01-26,120163.60979619999
2011-01-27,134809.0896399
2011-01-28,134755.1894927
2011-01-31,234249.17712
2011-02-01,151177.08910739998
2011-02-02,127558.7310838
2011-02-03,124549.4940657
2011-02-04,121161.3265992
2011-02-07,205818.08678120002
2011-02-08,114668.4078527
2011-02-09,105910.8903731
2011-02-10,121004.0536305
2011-02-11,121008.8463173
2011-02-14,182834.4739769
2011-02-15,122889.7256321
2011-02-16,131225.2468667
2011-02-17,124848.9470441
2011-02-18,125392.3482105
2011-02-21,171245.718941
2011-02-22,161066.0075156
2011-02-23,148241.15946660002
2011-02-24,140675.2817541
2011-02-25,142825.22118820003
2011-02-28,242705.10738879998
2011-03-01,177265.3589691
2011-03-02,127154.93153860001
2011-03-03,137814.7608699
2011-03-04,126231.2490402
2011-03-07,191437.96469720002
2011-03-08,146708.23007579998
2011-03-09,130991.65989360001
2011-03-10,133089.7177266
2011-03-11,128710.47362539999
2011-03-14,210751.2944055
2011-03-15,140095.1757734
2011-03-16,142693.8119806
2011-03-17,132117.8320297
2011-03-18,133644.4993959
2011-03-21,190512.4085771
2011-03-22,133806.30839639998
2011-03-23,153860.1463116
2011-03-24,129869.8280736
2011-03-25,132379.885228
2011-03-28,175229.1476901
2011-03-29,121426.3914749
2011-03-30,127425.091928
2011-03-31,177615.2055285
2011-04-01,162668.6184581
2011-04-04,214758.3162227
2011-04-05,130989.3653701
2011-04-06,124294.4537919
2011-04-07,142826.0230591
2011-04-08,126493.49351510001
2011-04-11,190500.98323860002
2011-04-12,111671.4775795
2011-04-13,119245.7619026
2011-04-14,132275.5838731
2011-04-15,137947.4829991
2011-04-18,170602.12405739998
2011-04-19,119210.010972
2011-04-20,148790.4410742
2011-04-21,167296.94363320002
2011-04-26,211865.6230594
2011-04-27,128140.6921712
2011-04-28,152335.81494860002
2011-04-29,166199.4421756
2011-05-02,175457.5278315
2011-05-03,128747.8049571
2011-05-04,127226.3896201
2011-05-05,130575.11287319999
2011-05-06,144320.0823123
2011-05-09,178615.0929019
2011-05-10,121470.06561
2011-05-11,128447.5411684
2011-05-12,130540.7403438
2011-05-13,111464.0404343
2011-05-16,188034.7101829
2011-05-17,98354.2740444
2011-05-18,105574.4070356
2011-05-19,109166.3549513
2011-05-20,113027.72083630001
2011-05-23,164470.4020084
2011-05-24,111954.5076696
2011-05-25,136841.6131676
2011-05-26,124291.55521769999
2011-05-27,148514.31780289998
2011-05-30,129522.935305
2011-05-31,175797.71821
2011-06-01,137399.3752153
2011-06-03,140903.49024020002
2011-06-06,212721.1369633
2011-06-07,140739.5573934
2011-06-08,125134.9922915
2011-06-09,120138.1965017
2011-06-10,149178.2136132
2011-06-14,198641.2832784
2011-06-15,131872.2346948
2011-06-16,116117.0920869
2011-06-17,130282.191205
2011-06-20,161628.1558133
2011-06-21,117302.80280260001
2011-06-22,129494.9269746
2011-06-23,114532.6282122
2011-06-24,140715.6895704
2011-06-27,202161.726308
2011-06-28,127481.65908130001
2011-06-29,126366.7247952
2011-06-30,188661.1088057
2011-07-01,162298.9134613
2011-07-04,139775.3378265
2011-07-05,161834.81945
2011-07-06,126178.8928413
2011-07-07,135424.4218055
2011-07-08,130875.9929577
2011-07-11,166651.6338562
2011-07-12,117303.87022530001
2011-07-13,105545.23401819999
2011-07-14,116155.05374280001
2011-07-15,125529.217004
2011-07-18,172698.34080620002
2011-07-19,99678.90974060001
2011-07-20,111179.06256030001
2011-07-21,134175.8140083
2011-07-22,123758.634624
2011-07-25,168007.99624620003
2011-07-26,103866.4265976
2011-07-27,124844.8495255
2011-07-28,123614.43327010001
2011-07-29,161555.0152586
2011-08-02,161303.85722170002
2011-08-03,130028.07615780001
2011-08-04,139995.47306979998
2011-08-05,181326.3451089
2011-08-08,174961.0524976
2011-08-09,112548.014961
2011-08-10,164956.59344989998
2011-08-11,134683.52744489998
2011-08-12,199941.86739529998
2011-08-15,163038.8923955
2011-08-16,113731.4418381
2011-08-17,132613.303117
2011-08-18,119475.4213286
2011-08-19,129239.15393039999
2011-08-22,122727.5290467
2011-08-23,124717.5593968
2011-08-24,123925.9473401
2011-08-25,110359.7824328
2011-08-26,112806.5708446
2011-08-29,121862.4197339
2011-08-30,105557.7262315
2011-08-31,134720.7364427
2011-09-01,101709.9872956
2011-09-02,121611.2857055
2011-09-05,83192.7870399
2011-09-06,163647.0617088
2011-09-07,116723.75279760001
2011-09-08,133745.078738
2011-09-09,113729.4826717
2011-09-12,136806.4493965
2011-09-13,90696.8447013
2011-09-14,120702.4116093
2011-09-15,109197.6817897
2011-09-16,107267.4232953
2011-09-19,131965.37974489998
2011-09-20,119674.46321280001
2011-09-21,147199.23352329998
2011-09-22,128016.0243551
2011-09-23,143281.3526182
2011-09-26,148448.73473989998
2011-09-27,133991.4369473
2011-09-28,125326.0335112
2011-09-29,170481.8224927
2011-09-30,186988.8919837
2011-10-03,170803.9011136
2011-10-04,160498.1375375
2011-10-05,140784.4849475
2011-10-06,147589.74695429998
2011-10-07,127786.6473669
2011-10-10,85944.8599657
2011-10-11,160737.1993412
2011-10-12,138619.3494071
2011-10-13,124390.7736899
2011-10-14,112039.336462
2011-10-17,135470.4946726
2011-10-18,123324.5480375
2011-10-19,137642.0194105
2011-10-20,123525.559032
2011-10-21,109969.8158879
2011-10-24,127329.66922889999
2011-10-25,121716.97741980001
2011-10-26,132549.8535493
2011-10-27,116152.7855183
2011-10-28,125144.8989292
2011-10-31,144556.6022154
2011-11-01,127657.1118937
2011-11-02,140756.7129261
2011-11-03,138296.6094554
2011-11-04,125463.5667845
2011-11-07,149966.80556729998
2011-11-08,127938.4616348
2011-11-09,144564.2266735
2011-11-10,121433.92962610001
2011-11-11,80002.1570416
2011-11-14,149124.2568456
2011-11-15,115818.2046614
2011-11-16,112975.414864
2011-11-17,120116.82892910001
2011-11-18,127869.98982
2011-11-21,167527.8752635
2011-11-22,117421.82855410001
2011-11-23,129593.8493925
2011-11-24,97650.6153593
2011-11-25,178931.8378628
2011-11-28,174419.1540473
2011-11-29,127974.0963346
2011-11-30,182635.3326089
2011-12-01,147097.0119116
2011-12-02,152887.0555911
2011-12-05,152668.026884
2011-12-06,127848.11985480001
2011-12-07,142192.6284757
2011-12-08,124911.36610510001
2011-12-09,138256.2226801
2011-12-12,139025.848471
2011-12-13,141651.8921916
2011-12-14,148114.5643155
2011-12-15,161747.4501716
2011-12-16,153424.53016989998
2011-12-19,168906.0991619
2011-12-20,164609.9244872
2011-12-21,189320.77257220002
2011-12-22,144792.0005196
2011-12-23,132796.9385012
2011-12-27,119735.7218322
2011-12-28,123024.4353408
2011-12-29,113364.2020814
2011-12-30,130106.6027679
2012-01-03,115567.2665552
2012-01-04,104273.5600942
2012-01-05,110768.5472628
2012-01-06,104230.3882557
2012-01-09,122906.1052928
2012-01-10,100020.1592405
2012-01-11,110212.9635632
2012-01-12,113295.18449839999
2012-01-13,108084.75349510001
2012-01-16,96380.6667265
2012-01-17,128980.6292074
2012-01-18,103784.2883604
2012-01-19,114043.3759753
2012-01-20,116032.9576723
2012-01-23,120802.9862886
2012-01-24,98453.1867985
2012-01-25,119171.5619996
2012-01-26,126538.8038852
2012-01-27,108403.3707728
2012-01-30,134869.4770447
2012-01-31,133058.6820056
2012-02-01,108332.5081902
2012-02-02,118122.0629123
2012-02-03,119034.8061454
2012-02-06,113452.5870558
2012-02-07,105823.0695006
2012-02-08,101977.1857941
2012-02-09,105408.26702089999
2012-02-10,100957.6602355
2012-02-13,123373.364385
2012-02-14,105512.8823577
2012-02-15,106196.678311
2012-02-16,98688.82487839999
2012-02-17,110856.5463097
2012-02-20,75261.990855
2012-02-21,137117.4754881
2012-02-22,138627.90895339998
2012-02-23,125567.6475528
2012-02-24,126766.3073649
2012-02-27,128460.5775236
2012-02-28,112908.65919369999
2012-02-29,157630.0859378
2012-03-01,146879.82583010002
2012-03-02,131483.0075584
2012-03-05,125704.01682219999
2012-03-06,115114.226234
2012-03-07,122775.5007222
2012-03-08,113610.7860269
2012-03-09,114393.7677863
2012-03-12,113977.8786459
2012-03-13,119797.8569441
2012-03-14,109909.56678919999
2012-03-15,116441.8928032
2012-03-16,110307.98767389999
2012-03-19,118242.6785179
2012-03-20,109016.6942418
2012-03-21,139982.25181689998
2012-03-22,109138.7744288
2012-03-23,133833.299116
2012-03-26,119442.1725287
2012-03-27,108794.3012855
2012-03-28,107357.9826485
2012-03-29,104513.53527610001
2012-03-30,162275.3975969
2012-04-02,122692.7090498
2012-04-03,91157.0895244
2012-04-04,104515.302795
2012-04-05,118183.9613172
2012-04-10,175737.7731396
2012-04-11,132826.1226243
2012-04-12,120437.4571169
2012-04-13,108254.1068951
2012-04-16,99408.3284641
2012-04-17,100054.88952669999
2012-04-18,106934.127631
2012-04-19,115309.3826632
2012-04-20,108405.5885914
2012-04-23,104858.20819739999
2012-04-24,110692.9713231
2012-04-25,124802.5004377
2012-04-26,119832.3888231
2012-04-27,139501.3393724
2012-04-30,159753.62271129998
2012-05-02,118704.20308139999
2012-05-03,98891.59281910001
2012-05-04,110175.18995480001
2012-05-07,96420.5987304
2012-05-08,102130.8664002
2012-05-09,102152.26815460001
2012-05-10,102702.7844567
2012-05-11,103247.2163567
2012-05-14,103272.8754356
2012-05-15,98384.9520979
2012-05-16,118590.5628533
2012-05-18,120609.42064560001
2012-05-21,124343.8639724
2012-05-22,94650.5915504
2012-05-23,123305.1470668
2012-05-24,104161.65335539999
2012-05-25,155140.0060446
2012-05-29,135670.2991581
2012-05-30,110765.24819360001
2012-05-31,129681.45752410001
2012-06-01,100298.75644760001
2012-06-04,107285.01064
2012-06-05,107995.8408645
2012-06-06,119634.44331660001
2012-06-07,100844.27871760001
2012-06-08,99843.26249610001
2012-06-11,130672.5309533
2012-06-12,94060.1431475
2012-06-13,90105.2053273
2012-06-14,125763.2263111
2012-06-15,116169.05186189999
2012-06-18,126075.58097519999
2012-06-19,123177.8480295
2012-06-20,117084.0108152
2012-06-21,114314.45290080001
2012-06-22,100565.686471
2012-06-25,135888.7979312
2012-06-26,97454.5468942
2012-06-27,101732.5591719
2012-06-28,115465.2804395
2012-06-29,178560.2483293
2012-07-02,143746.115926
2012-07-03,111993.9047455
2012-07-04,66789.89786509999
2012-07-05,124453.4794257
2012-07-06,91330.32927389999
2012-07-09,95287.1580816
2012-07-10,94725.69704880001
2012-07-11,93211.8802879
2012-07-12,100839.05569980001
2012-07-13,91479.7810362
2012-07-16,108151.264662
2012-07-17,98462.4643425
2012-07-18,101852.5940483
2012-07-19,115435.2750847
2012-07-20,102043.6168852
2012-07-23,122066.1277655
2012-07-24,106460.8209712
2012-07-25,131799.7774962
2012-07-26,133043.297906
2012-07-27,110457.4353804
2012-07-30,103506.1700451
2012-07-31,138273.8023519
2012-08-02,150339.4293606
2012-08-03,118851.7130246
2012-08-06,119395.2243476
2012-08-07,90941.1674532
2012-08-08,84435.8302365
2012-08-09,94705.4241648
2012-08-10,84660.11678010001
2012-08-13,112358.260561
2012-08-14,95885.69635439999
2012-08-15,89456.57252860001
2012-08-16,112320.119913
2012-08-17,101397.7267028
2012-08-20,110358.2042966
2012-08-21,91383.90351430001
2012-08-22,91826.4115945
2012-08-23,106009.37683539999
2012-08-24,111357.809123
2012-08-27,121894.5850646
2012-08-28,114349.3740871
2012-08-29,111077.5061492
2012-08-30,122088.1102998
2012-08-31,133985.9622791
2012-09-03,77683.2099706
2012-09-04,119296.6421065
2012-09-05,99145.415571
2012-09-06,89747.660339
2012-09-07,99488.07503060001
2012-09-10,148056.3435102
2012-09-11,98627.9535203
2012-09-12,105735.6738932
2012-09-13,121633.892381
2012-09-14,103074.1721059
2012-09-17,110189.41206589999
2012-09-18,99484.3757623
2012-09-19,107246.8652476
2012-09-20,126645.1734682
2012-09-21,111200.2164874
2012-09-24,114924.8089077
2012-09-25,119703.0444492
2012-09-26,112999.6916555
2012-09-27,127026.6932307
2012-09-28,222787.3060695
2012-10-01,169066.0200534
2012-10-02,113760.59775989999
2012-10-03,114962.6897231
2012-10-04,103926.3774843
2012-10-05,114035.86520789999
2012-10-08,62166.299945800005
2012-10-09,115833.3145709
2012-10-10,105184.0363858
2012-10-11,107284.3954743
2012-10-12,93808.1286358
2012-10-15,102407.47320689999
2012-10-16,90801.00836010001
2012-10-17,95699.31537119999
2012-10-18,101956.4309033
2012-10-19,117667.4656895
2012-10-22,110694.3712134
2012-10-23,104078.4734889
2012-10-24,109526.8699698
2012-10-25,117061.87854969999
