keyword,time,value
Zara,2006-06-13,16.86616712806601
Zara,2006-06-14,6.710918867139517
Zara,2006-06-15,9.63180607732789
Zara,2006-06-16,2.0785956474611904
Zara,2006-06-17,1.2874334223452308
Zara,2006-06-18,20.89266487822487
Zara,2006-06-19,8.358884222127454
Zara,2006-06-20,8.438825444052618
Zara,2006-06-21,7.257536967962446
Zara,2006-06-22,3.371382209996977
Zara,2006-06-23,-3.2998408582877783
Zara,2006-06-24,-7.783606241053617
Zara,2006-06-25,13.49948354586671
Zara,2006-06-26,17.429083708626223
Zara,2006-06-27,32.7977238260672
Zara,2006-06-28,12.687215033267453
Zara,2006-06-29,31.765649351971994
Zara,2006-06-30,13.452424758708192
Zara,2006-07-01,30.231670248402
Zara,2006-07-02,-3.9475703271270257
Zara,2006-07-03,36.39807295666404
Zara,2006-07-04,0.9514835066213827
Zara,2006-07-05,9.45429546496529
Zara,2006-07-06,4.6422578087473525
Zara,2006-07-07,14.02466759973609
Zara,2006-07-08,14.022127355149577
Zara,2006-07-09,26.930802040608313
Zara,2006-07-10,2.8025311531276564
Zara,2006-07-11,-4.867929799487106
Zara,2006-07-12,-3.5393698153189543
Zara,2006-07-13,5.665382654244665
Zara,2006-07-14,-10.216707644718134
Zara,2006-07-15,26.480773438640938
Zara,2006-07-16,8.836178145665807
Zara,2006-07-17,4.930430587646276
Zara,2006-07-18,-6.1198445555306336
Zara,2006-07-19,6.242327004708667
Zara,2006-07-20,8.73310188345382
Zara,2006-07-21,-0.5723686933398939
Zara,2006-07-22,-10.606204272794615
Zara,2006-07-23,35.89584616592451
Zara,2006-07-24,29.633837372307532
Zara,2006-07-25,1.7261578520238512
Zara,2006-07-26,32.054031730965875
Zara,2006-07-27,4.324512242548151
Zara,2006-07-28,-3.666429326700059
Zara,2006-07-29,-5.472936430567483
Zara,2006-07-30,5.857890190170673
Zara,2006-07-31,22.360172648220065
Zara,2006-08-01,-5.716026602524113
Zara,2006-08-02,-6.81024627062047
Zara,2006-08-03,14.46898148160276
Zara,2006-08-04,32.69761242953153
Zara,2006-08-05,1.679276001518197
Zara,2006-08-06,-0.6296524608977272
Zara,2006-08-07,17.46898219132313
Zara,2006-08-08,-0.3266466794086238
Zara,2006-08-09,-4.612087209732962
Zara,2006-08-10,-8.13946252691789
Zara,2006-08-11,-7.700691339996148
Zara,2006-08-12,-13.240825649232676
Zara,2006-08-13,18.068019766421333
Zara,2006-08-14,14.64239358374114
Zara,2006-08-15,15.293910019807333
Zara,2006-08-16,-0.6633858546651865
Zara,2006-08-17,23.498020305481777
Zara,2006-08-18,20.328219383830366
Zara,2006-08-19,23.351660855764308
Zara,2006-08-20,25.43036385384774
Zara,2006-08-21,15.353744898568348
Zara,2006-08-22,36.51110343774599
Zara,2006-08-23,36.37010834958107
Zara,2006-08-24,29.206721372220752
Zara,2006-08-25,16.30417502377011
Zara,2006-08-26,12.981057460936317
Zara,2006-08-27,6.886255719473176
Zara,2006-08-28,47.855295289366836
Zara,2006-08-29,7.521738869019035
Zara,2006-08-30,-7.3963555611139995
Zara,2006-08-31,4.791424067825261
Zara,2006-09-01,24.096263562595325
Zara,2006-09-02,6.4528423202519605
Zara,2006-09-03,16.1338351093465
Zara,2006-09-04,16.86412623814226
Zara,2006-09-05,18.459210580696247
Zara,2006-09-06,8.56797516684706
Zara,2006-09-07,25.7675975096162
Zara,2006-09-08,10.708573744720937
Zara,2006-09-09,4.293940317971458
Zara,2006-09-10,17.91238581036633
Zara,2006-09-11,7.29190084775329
Zara,2006-09-12,5.796530841622236
Zara,2006-09-13,-7.845770911302864
Zara,2006-09-14,-1.5850384476740338
Zara,2006-09-15,-0.11115892784042458
Zara,2006-09-16,29.446362097403373
Zara,2006-09-17,14.683597671566936
Zara,2006-09-18,7.369387343314555
Zara,2006-09-19,33.205397758704144
Zara,2006-09-20,15.968851345099788
Zara,2006-09-21,28.96440557780889
Zara,2006-09-22,25.35407362339862
Zara,2006-09-23,1.8495721615144411
Zara,2006-09-24,27.26424485794196
Zara,2006-09-25,-10.05682500992202
Zara,2006-09-26,18.771028379452
Zara,2006-09-27,8.522738718061483
Zara,2006-09-28,20.164189286411492
Zara,2006-09-29,35.65609221833897
Zara,2006-09-30,11.572131743253639
Zara,2006-10-01,8.24891366128576
Zara,2006-10-02,15.516661260805808
Zara,2006-10-03,10.203156607013142
Zara,2006-10-04,8.1143694413071
Zara,2006-10-05,17.110098922855162
Zara,2006-10-06,26.84428289610681
Zara,2006-10-07,-7.195206543441592
Zara,2006-10-08,6.9031595643194645
Zara,2006-10-09,1.036007407080728
Zara,2006-10-10,-6.029387469957408
Zara,2006-10-11,12.334049639076222
Zara,2006-10-12,28.777425739931083
Zara,2006-10-13,2.3421798980996495
Zara,2006-10-14,34.14456662192539
Zara,2006-10-15,30.65667753335758
Zara,2006-10-16,29.017454750367406
Zara,2006-10-17,11.18761040296537
Zara,2006-10-18,34.28949961768791
Zara,2006-10-19,42.57654058943908
Zara,2006-10-20,12.790143968786543
Zara,2006-10-21,26.255170457884898
Zara,2006-10-22,34.609794605750466
Zara,2006-10-23,-7.270714222079079
Zara,2006-10-24,-1.1388665268657991
Zara,2006-10-25,10.418058569006597
Zara,2006-10-26,2.1364209093438067
Zara,2006-10-27,7.2198618411246684
Zara,2006-10-28,-10.329992336438707
Zara,2006-10-29,28.01698671755827
Zara,2006-10-30,13.210971120810637
Zara,2006-10-31,15.879104350785028
Zara,2006-11-01,20.474530919916344
Zara,2006-11-02,29.560422239568478
Zara,2006-11-03,28.570855373479503
Zara,2006-11-04,-5.561508026183223
Zara,2006-11-05,8.969404926641381
Zara,2006-11-06,22.58395833862293
Zara,2006-11-07,6.810430763557125
Zara,2006-11-08,18.75266916110287
Zara,2006-11-09,12.294504985415426
Zara,2006-11-10,8.769678818156532
Zara,2006-11-11,8.819806914340958
Zara,2006-11-12,23.86442479140316
Zara,2006-11-13,4.084973292862166
Zara,2006-11-14,-5.660934006610937
Zara,2006-11-15,18.3911819872838
Zara,2006-11-16,25.306861409325855
Zara,2006-11-17,0.6682466189794134
Zara,2006-11-18,20.8523498606993
Zara,2006-11-19,4.256688020639043
Zara,2006-11-20,22.942838096323865
Zara,2006-11-21,17.64149826146731
Zara,2006-11-22,-2.424097778020819
Zara,2006-11-23,18.245856294603772
Zara,2006-11-24,30.80832283947093
Zara,2006-11-25,13.769157215589601
Zara,2006-11-26,12.683113736614306
Zara,2006-11-27,11.081100549837874
Zara,2006-11-28,26.360789263783836
Zara,2006-11-29,26.657295528257578
Zara,2006-11-30,2.864603989856045
Zara,2006-12-01,37.45508134639361
Zara,2006-12-02,5.607277375024889
Zara,2006-12-03,23.040385836667483
Zara,2006-12-04,17.334875671937994
Zara,2006-12-05,4.130143176048259
Zara,2006-12-06,32.26922597906464
Zara,2006-12-07,17.860798360080054
Zara,2006-12-08,7.1012308842246465
Zara,2006-12-09,-4.179982117364206
Zara,2006-12-10,24.278579538150225
Zara,2006-12-11,26.605099589506878
Zara,2006-12-12,5.3722124553593495
Zara,2006-12-13,24.846423514732045
Zara,2006-12-14,14.869462711650282
Zara,2006-12-15,0.7604946900621492
Zara,2006-12-16,-0.13216404081144084
Zara,2006-12-17,19.681122459411988
Zara,2006-12-18,24.508645702576434
Zara,2006-12-19,-5.138688143546507
Zara,2006-12-20,13.02640600466819
Zara,2006-12-21,0.08512841816656902
Zara,2006-12-22,19.236680504283807
Zara,2006-12-23,16.825902693680092
Zara,2006-12-24,-10.034478178526577
Zara,2006-12-25,-10.429516219169665
Zara,2006-12-26,27.99190153729341
Zara,2006-12-27,17.7972211646071
Zara,2006-12-28,23.320811302780534
Zara,2006-12-29,21.242388726817808
Zara,2006-12-30,29.996082080547275
Zara,2006-12-31,-6.090657788413206
Zara,2007-01-01,22.017723395362815
Zara,2007-01-02,19.133957221043634
Zara,2007-01-03,2.3410765604903556
Zara,2007-01-04,12.221309727009869
Zara,2007-01-05,17.97707634267673
Zara,2007-01-06,21.77383127536309
Zara,2007-01-07,-3.175904246431956
Zara,2007-01-08,10.218538600156412
Zara,2007-01-09,4.933514884947979
Zara,2007-01-10,-4.8352156820025
Zara,2007-01-11,1.055395766245267
Zara,2007-01-12,16.053460133480527
Zara,2007-01-13,0.18134903911919054
Zara,2007-01-14,13.627602991692758
Zara,2007-01-15,14.91593330536536
Zara,2007-01-16,9.12374556429581
Zara,2007-01-17,6.7760141505692335
Zara,2007-01-18,10.180089840338358
Zara,2007-01-19,2.894556021901197
Zara,2007-01-20,2.8044658874639854
Zara,2007-01-21,20.81729581860522
Zara,2007-01-22,12.416923196501855
Zara,2007-01-23,5.834463370004848
Zara,2007-01-24,-4.9452360784365474
Zara,2007-01-25,22.98591210182331
Zara,2007-01-26,3.0405600193526023
Zara,2007-01-27,15.025899148315068
Zara,2007-01-28,15.534121884002296
Zara,2007-01-29,13.333307714970537
Zara,2007-01-30,-4.680321546380485
Zara,2007-01-31,8.27569644723106
Zara,2007-02-01,2.6303363792852057
Zara,2007-02-02,8.588888390922978
Zara,2007-02-03,-2.400571002177168
Zara,2007-02-04,32.29974538748539
Zara,2007-02-05,8.638388517515848
Zara,2007-02-06,14.67718979237826
Zara,2007-02-07,0.6106871903188296
Zara,2007-02-08,12.715453315639879
Zara,2007-02-09,10.409259850958854
Zara,2007-02-10,2.8536466343743996
Zara,2007-02-11,-0.29012614088824407
Zara,2007-02-12,6.231763571162057
Zara,2007-02-13,8.131015259492868
Zara,2007-02-14,5.925857437351278
Zara,2007-02-15,11.751474523944106
Zara,2007-02-16,13.577561681527937
Zara,2007-02-17,32.88592477989695
Zara,2007-02-18,42.728680981585
Zara,2007-02-19,7.099351601801342
Zara,2007-02-20,16.86683917765287
Zara,2007-02-21,17.01254958440707
Zara,2007-02-22,-4.09281185131719
Zara,2007-02-23,8.00793476490943
Zara,2007-02-24,20.592360275083305
Zara,2007-02-25,-2.0541172150164293
Zara,2007-02-26,20.32001691531008
Zara,2007-02-27,20.234006608326265
Zara,2007-02-28,14.715360250521893
Zara,2007-03-01,30.785993325057657
Zara,2007-03-02,39.55322846425843
Zara,2007-03-03,39.437702574713654
Zara,2007-03-04,8.075387431130622
Zara,2007-03-05,30.25599891966909
Zara,2007-03-06,21.606999113298002
Zara,2007-03-07,22.550212267766067
Zara,2007-03-08,33.005436347170445
Zara,2007-03-09,18.164989359802846
Zara,2007-03-10,14.36039190924928
Zara,2007-03-11,2.423358292010338
Zara,2007-03-12,13.29702673256072
Zara,2007-03-13,15.301594487111064
Zara,2007-03-14,6.987255594094233
Zara,2007-03-15,7.583989632589283
Zara,2007-03-16,-15.353010141034336
Zara,2007-03-17,5.14495320487158
Zara,2007-03-18,21.59827657515728
Zara,2007-03-19,-0.22631525983242184
Zara,2007-03-20,-4.829015986294905
Zara,2007-03-21,4.822699200327996
Zara,2007-03-22,8.75852427236725
Zara,2007-03-23,14.677854325630484
Zara,2007-03-24,4.2144239766602425
Zara,2007-03-25,40.64763666504369
Zara,2007-03-26,22.840879717221394
Zara,2007-03-27,5.1711309933647875
Zara,2007-03-28,15.104501845128446
Zara,2007-03-29,7.536603214320412
Zara,2007-03-30,12.894852261029392
Zara,2007-03-31,-5.750702175520427
Zara,2007-04-01,4.212473061368826
Zara,2007-04-02,12.831268069574877
Zara,2007-04-03,7.1129536279905015
Zara,2007-04-04,-0.4309532355395085
Zara,2007-04-05,-11.96590738915656
Zara,2007-04-06,21.27092677195435
Zara,2007-04-07,38.7270148999354
Zara,2007-04-08,28.211648097352167
Zara,2007-04-09,-5.577469952908728
Zara,2007-04-10,16.278460481389693
Zara,2007-04-11,26.496103733322848
Zara,2007-04-12,29.276812413401494
Zara,2007-04-13,4.070358105989673
Zara,2007-04-14,0.6513559030350642
Zara,2007-04-15,25.078143927556745
Zara,2007-04-16,8.640394430749732
Zara,2007-04-17,1.704983661524647
Zara,2007-04-18,7.640396971898495
Zara,2007-04-19,-8.120441534177177
Zara,2007-04-20,16.258235004890505
Zara,2007-04-21,15.01076014645135
Zara,2007-04-22,4.337944407076321
Zara,2007-04-23,24.254848708138915
Zara,2007-04-24,6.188735476975905
Zara,2007-04-25,6.682037450607025
Zara,2007-04-26,36.833482014608286
Zara,2007-04-27,12.72706589049928
Zara,2007-04-28,24.947899804361963
Zara,2007-04-29,22.697250411006255
Zara,2007-04-30,2.5246472081431257
Zara,2007-05-01,0.5333434788038591
Zara,2007-05-02,7.574898190217153
Zara,2007-05-03,1.994762635582358
Zara,2007-05-04,32.31516632510824
Zara,2007-05-05,12.479328656360698
Zara,2007-05-06,15.952311168039348
Zara,2007-05-07,10.121218176423511
Zara,2007-05-08,6.535142323450666
Zara,2007-05-09,7.600144576248017
Zara,2007-05-10,15.80248793638567
Zara,2007-05-11,19.89537972720906
Zara,2007-05-12,8.2001701738067
Zara,2007-05-13,21.798807949244942
Zara,2007-05-14,11.247080598642402
Zara,2007-05-15,20.119369177495216
Zara,2007-05-16,11.522738852842847
Zara,2007-05-17,4.545273299336124
Zara,2007-05-18,1.11182129157085
Zara,2007-05-19,17.744001471122033
Zara,2007-05-20,0.30544207440235205
Zara,2007-05-21,4.899927373102408
Zara,2007-05-22,-1.0345677205421122
Zara,2007-05-23,15.785800172172928
Zara,2007-05-24,8.843852351038983
Zara,2007-05-25,9.257977326735412
Zara,2007-05-26,8.54526784322953
Zara,2007-05-27,-8.181007166727623
Zara,2007-05-28,8.511625461223003
Zara,2007-05-29,9.13851182668157
Zara,2007-05-30,-0.6923752019448983
Zara,2007-05-31,24.573718695758647
Zara,2007-06-01,10.10829742924799
Zara,2007-06-02,12.4861641074694
Zara,2007-06-03,19.83741795776117
Zara,2007-06-04,8.26088796271364
Zara,2007-06-05,13.526680505078792
Zara,2007-06-06,23.444086683316627
Zara,2007-06-07,12.107850078269543
Zara,2007-06-08,19.85959291835882
Zara,2007-06-09,-3.9081671561212854
Zara,2007-06-10,-0.9810934953315584
Zara,2007-06-11,22.920911882834154
Zara,2007-06-12,6.036114763832652
Zara,2007-06-13,9.262535170549256
Zara,2007-06-14,16.084723846089958
Zara,2007-06-15,15.73710031165563
Zara,2007-06-16,20.891585660759485
Zara,2007-06-17,1.7130238945975975
Zara,2007-06-18,14.938963967484368
Zara,2007-06-19,17.982126756113487
Zara,2007-06-20,2.7421070004570236
Zara,2007-06-21,24.79891305351961
Zara,2007-06-22,4.271320790679729
Zara,2007-06-23,35.87793030060218
Zara,2007-06-24,18.483978918587272
Zara,2007-06-25,23.20660509032514
Zara,2007-06-26,-6.15730762640307
Zara,2007-06-27,19.151212919370685
Zara,2007-06-28,2.673799478843071
Zara,2007-06-29,2.137407110377527
Zara,2007-06-30,-1.7804845692367035
Zara,2007-07-01,40.404778334367094
Zara,2007-07-02,2.673118210891584
Zara,2007-07-03,8.776270819854936
Zara,2007-07-04,12.437663553193536
Zara,2007-07-05,16.223761442940635
Zara,2007-07-06,5.297188521306623
Zara,2007-07-07,-4.221446724962458
Zara,2007-07-08,-2.3068902692881377
Zara,2007-07-09,-6.818285847039132
Zara,2007-07-10,2.128301156287412
Zara,2007-07-11,10.23840083695221
Zara,2007-07-12,-4.2906008032319916
Zara,2007-07-13,22.19703229499538
Zara,2007-07-14,8.012445590703715
Zara,2007-07-15,4.0839295638825295
Zara,2007-07-16,27.34254556510637
Zara,2007-07-17,49.396774175570755
Zara,2007-07-18,23.24822450473757
Zara,2007-07-19,20.918321503002844
Zara,2007-07-20,-2.105062719876318
Zara,2007-07-21,13.527575693396367
Zara,2007-07-22,27.635018590198488
Zara,2007-07-23,19.421553182412836
Zara,2007-07-24,16.075668401377797
Zara,2007-07-25,6.227183826209375
Zara,2007-07-26,11.746576714836067
Zara,2007-07-27,10.942282037165896
Zara,2007-07-28,0.11883692306197169
Zara,2007-07-29,23.115906077557767
Zara,2007-07-30,14.872305597744605
Zara,2007-07-31,7.228242290913077
Zara,2007-08-01,8.52472750835081
Zara,2007-08-02,3.4576884321588484
Zara,2007-08-03,28.92005989469937
Zara,2007-08-04,33.502339226553005
Zara,2007-08-05,3.570180947981415
Zara,2007-08-06,36.1013729292149
Zara,2007-08-07,11.995897286524475
Zara,2007-08-08,22.844474843240228
Zara,2007-08-09,16.81191522089027
Zara,2007-08-10,10.247094224324568
Zara,2007-08-11,24.66883404391941
Zara,2007-08-12,48.855019550545876
Zara,2007-08-13,17.048633029910334
Zara,2007-08-14,8.409080309791449
Zara,2007-08-15,2.6452472297529557
Zara,2007-08-16,8.09814514652378
Zara,2007-08-17,1.1081745446254665
Zara,2007-08-18,16.32261335645086
Zara,2007-08-19,2.2517568773439596
Zara,2007-08-20,8.905365957150375
Zara,2007-08-21,10.77919433814384
Zara,2007-08-22,7.873242022131997
Zara,2007-08-23,18.553774392990164
Zara,2007-08-24,2.244732518929041
Zara,2007-08-25,24.329280847543373
Zara,2007-08-26,4.352442258660382
Zara,2007-08-27,12.156992575944857
Zara,2007-08-28,-4.66601157342437
Zara,2007-08-29,6.977175154512086
Zara,2007-08-30,14.283921570221151
Zara,2007-08-31,2.8980639030566895
Zara,2007-09-01,23.186478403034513
Zara,2007-09-02,26.717106428942486
Zara,2007-09-03,11.708923835511534
Zara,2007-09-04,5.190015489493106
Zara,2007-09-05,12.293311454804059
Zara,2007-09-06,21.148910956219233
Zara,2007-09-07,18.844286806276997
Zara,2007-09-08,20.22915374292738
Zara,2007-09-09,29.899705152429025
Zara,2007-09-10,32.864912463785785
Zara,2007-09-11,21.647478518704602
Zara,2007-09-12,17.272674538706436
Zara,2007-09-13,20.12917191266375
Zara,2007-09-14,19.408204446199075
Zara,2007-09-15,8.422156527330289
Zara,2007-09-16,17.567598378347448
Zara,2007-09-17,18.855485787384442
Zara,2007-09-18,23.35369920162445
Zara,2007-09-19,13.738599656730116
Zara,2007-09-20,5.569381408897964
Zara,2007-09-21,18.49554235836014
Zara,2007-09-22,37.278696376600436
Zara,2007-09-23,19.917656120869285
Zara,2007-09-24,-3.5240706091141085
Zara,2007-09-25,2.3226124147187157
Zara,2007-09-26,-2.0757273188144136
Zara,2007-09-27,18.446416635697393
Zara,2007-09-28,30.2905621553489
Zara,2007-09-29,45.73995894621157
Zara,2007-09-30,17.203954949767336
Zara,2007-10-01,29.38602096883501
Zara,2007-10-02,23.157995635794126
Zara,2007-10-03,16.565336211081927
Zara,2007-10-04,15.703397142782327
Zara,2007-10-05,21.454400784449163
Zara,2007-10-06,20.825617918326103
Zara,2007-10-07,7.962300182825
Zara,2007-10-08,27.87594004674405
Zara,2007-10-09,9.1312043285066
Zara,2007-10-10,14.988988308076165
Zara,2007-10-11,32.64164437607985
Zara,2007-10-12,4.01673179644175
Zara,2007-10-13,14.227114943343919
Zara,2007-10-14,-2.0733542989417177
Zara,2007-10-15,10.827353139708368
Zara,2007-10-16,9.219129682346527
Zara,2007-10-17,-6.336610444542423
Zara,2007-10-18,32.57246626868225
Zara,2007-10-19,22.646142284296953
Zara,2007-10-20,13.689879629335714
Zara,2007-10-21,20.94206443078982
Zara,2007-10-22,12.784591501290995
Zara,2007-10-23,25.647691641886105
Zara,2007-10-24,18.42473863545173
Zara,2007-10-25,22.881906635311477
Zara,2007-10-26,14.366324808634943
Zara,2007-10-27,25.008161146924273
Zara,2007-10-28,14.379422015831084
Zara,2007-10-29,12.041182045114597
Zara,2007-10-30,9.572227846704376
Zara,2007-10-31,3.6842760995215933
Zara,2007-11-01,16.67349176941501
Zara,2007-11-02,12.947152815610895
Zara,2007-11-03,8.7060697487939
Zara,2007-11-04,12.371455956034554
Zara,2007-11-05,16.368486761570118
Zara,2007-11-06,21.0179702976116
Zara,2007-11-07,14.74613636702317
Zara,2007-11-08,25.802608484726203
Zara,2007-11-09,13.90128891368487
Zara,2007-11-10,30.494866035817324
Zara,2007-11-11,18.800301018706065
Zara,2007-11-12,19.781217417510707
Zara,2007-11-13,4.601899944664272
Zara,2007-11-14,-2.553653981049189
Zara,2007-11-15,35.92930876532202
Zara,2007-11-16,13.702893418964372
Zara,2007-11-17,12.89398100645782
Zara,2007-11-18,32.86095526714816
Zara,2007-11-19,33.43345384373299
Zara,2007-11-20,10.601375126809845
Zara,2007-11-21,19.784323396915205
Zara,2007-11-22,16.951382952093276
Zara,2007-11-23,12.238856789285249
Zara,2007-11-24,19.188549584512764
Zara,2007-11-25,5.448195406496275
Zara,2007-11-26,12.501518815729934
Zara,2007-11-27,4.769664427068067
Zara,2007-11-28,22.15622797939926
Zara,2007-11-29,8.59998893152116
Zara,2007-11-30,23.851461306174976
Zara,2007-12-01,7.277908725868592
Zara,2007-12-02,-0.8667552116088331
Zara,2007-12-03,-0.7589793259473296
Zara,2007-12-04,12.012348152779577
Zara,2007-12-05,11.461768778675362
Zara,2007-12-06,13.870295097343028
Zara,2007-12-07,24.969287722688513
Zara,2007-12-08,26.02231804123874
Zara,2007-12-09,28.158960376579678
Zara,2007-12-10,13.098891287098802
Zara,2007-12-11,18.54940470515817
Zara,2007-12-12,21.288927599785247
Zara,2007-12-13,31.392069098721553
Zara,2007-12-14,21.750542301692334
Zara,2007-12-15,20.515260529868257
Zara,2007-12-16,1.059149074261061
Zara,2007-12-17,7.001856001684926
Zara,2007-12-18,-1.2764226216098766
Zara,2007-12-19,8.706136265432475
Zara,2007-12-20,4.227103508485058
Zara,2007-12-21,6.540017652156674
Zara,2007-12-22,-7.317580078620398
Zara,2007-12-23,1.3487061856741782
Zara,2007-12-24,24.770785885977986
