series,period,id,time,value
transact,2014-09-30,x,2014-09-01,81999.73227739999
transact,2014-09-30,x,2014-09-02,113859.2621072
transact,2014-09-30,x,2014-09-03,112481.0368084
transact,2014-09-30,x,2014-09-04,109695.1775869
transact,2014-09-30,x,2014-09-05,125609.51364830001
transact,2014-09-30,x,2014-09-06,NA
transact,2014-09-30,x,2014-09-07,NA
transact,2014-09-30,x,2014-09-08,117887.2400932
transact,2014-09-30,x,2014-09-09,104772.4142412
transact,2014-09-30,x,2014-09-10,97139.9231912
transact,2014-09-30,x,2014-09-11,103816.8864889
transact,2014-09-30,x,2014-09-12,114259.484463
transact,2014-09-30,x,2014-09-13,NA
transact,2014-09-30,x,2014-09-14,NA
transact,2014-09-30,x,2014-09-15,112879.9039979
transact,2014-09-30,x,2014-09-16,100230.7312998
transact,2014-09-30,x,2014-09-17,121783.03658680001
transact,2014-09-30,x,2014-09-18,108344.9256643
transact,2014-09-30,x,2014-09-19,108343.2355475
transact,2014-09-30,x,2014-09-20,NA
transact,2014-09-30,x,2014-09-21,NA
transact,2014-09-30,x,2014-09-22,112632.8570778
transact,2014-09-30,x,2014-09-23,93966.6215994
transact,2014-09-30,x,2014-09-24,112899.8080068
transact,2014-09-30,x,2014-09-25,120685.5149074
transact,2014-09-30,x,2014-09-26,114645.59482330001
transact,2014-09-30,x,2014-09-27,NA
transact,2014-09-30,x,2014-09-28,NA
transact,2014-09-30,x,2014-09-29,122499.0864505
transact,2014-09-30,x,2014-09-30,160179.4147937
transact,2014-08-31,fct,2014-07-30,110547.5880319421
transact,2014-08-31,fct,2014-07-31,118187.80541001908
transact,2014-08-31,fct,2014-08-01,NA
transact,2014-08-31,fct,2014-08-02,NA
transact,2014-08-31,fct,2014-08-03,NA
transact,2014-08-31,fct,2014-08-04,114900.0959908543
transact,2014-08-31,fct,2014-08-05,102137.88452292289
transact,2014-08-31,fct,2014-08-06,97914.99490428166
transact,2014-08-31,fct,2014-08-07,98781.29075528361
transact,2014-08-31,fct,2014-08-08,99722.36892216111
transact,2014-08-31,fct,2014-08-09,NA
transact,2014-08-31,fct,2014-08-10,NA
transact,2014-08-31,fct,2014-08-11,98492.24767634252
transact,2014-08-31,fct,2014-08-12,90600.99417757009
transact,2014-08-31,fct,2014-08-13,91336.28075908242
transact,2014-08-31,fct,2014-08-14,96442.7496957294
transact,2014-08-31,fct,2014-08-15,100316.02355455249
transact,2014-08-31,fct,2014-08-16,NA
transact,2014-08-31,fct,2014-08-17,NA
transact,2014-08-31,fct,2014-08-18,98286.08188235787
transact,2014-08-31,fct,2014-08-19,87938.88895167553
transact,2014-08-31,fct,2014-08-20,86161.83062215889
transact,2014-08-31,fct,2014-08-21,89408.88461126605
transact,2014-08-31,fct,2014-08-22,92682.80348761234
transact,2014-08-31,fct,2014-08-23,NA
transact,2014-08-31,fct,2014-08-24,NA
transact,2014-08-31,fct,2014-08-25,98253.37829432772
transact,2014-08-31,fct,2014-08-26,92709.63215113344
transact,2014-08-31,fct,2014-08-27,95801.97632031955
transact,2014-08-31,fct,2014-08-28,103176.75836699846
transact,2014-08-31,fct,2014-08-29,109127.43700011898
transact,2014-08-31,x,2014-07-30,97205.22675619999
transact,2014-08-31,x,2014-07-31,146867.8931947
transact,2014-08-31,x,2014-08-01,NA
transact,2014-08-31,x,2014-08-02,NA
transact,2014-08-31,x,2014-08-03,NA
transact,2014-08-31,x,2014-08-04,130644.754482
transact,2014-08-31,x,2014-08-05,121478.58282139999
transact,2014-08-31,x,2014-08-06,100799.5317566
transact,2014-08-31,x,2014-08-07,100235.5613745
transact,2014-08-31,x,2014-08-08,94832.36210960001
transact,2014-08-31,x,2014-08-09,NA
transact,2014-08-31,x,2014-08-10,NA
transact,2014-08-31,x,2014-08-11,99431.70887280001
transact,2014-08-31,x,2014-08-12,87488.8777342
transact,2014-08-31,x,2014-08-13,89527.3337037
transact,2014-08-31,x,2014-08-14,97481.84323039999
transact,2014-08-31,x,2014-08-15,95332.0224925
transact,2014-08-31,x,2014-08-16,NA
transact,2014-08-31,x,2014-08-17,NA
transact,2014-08-31,x,2014-08-18,92510.1676395
transact,2014-08-31,x,2014-08-19,88909.8935795
transact,2014-08-31,x,2014-08-20,91804.767801
transact,2014-08-31,x,2014-08-21,93813.1475393
transact,2014-08-31,x,2014-08-22,89607.8790584
transact,2014-08-31,x,2014-08-23,NA
transact,2014-08-31,x,2014-08-24,NA
transact,2014-08-31,x,2014-08-25,104647.4600166
transact,2014-08-31,x,2014-08-26,94637.10389710001
transact,2014-08-31,x,2014-08-27,90610.9251923
transact,2014-08-31,x,2014-08-28,103585.3874752
transact,2014-08-31,x,2014-08-29,151992.787708
transact,2014-07-31,fct,2014-07-01,130908.41624911573
transact,2014-07-31,fct,2014-07-02,123086.71306617444
transact,2014-07-31,fct,2014-07-03,121530.46473547719
transact,2014-07-31,fct,2014-07-04,118736.65531562452
transact,2014-07-31,fct,2014-07-05,NA
transact,2014-07-31,fct,2014-07-06,NA
transact,2014-07-31,fct,2014-07-07,103829.86738154326
transact,2014-07-31,fct,2014-07-08,92359.48058607285
transact,2014-07-31,fct,2014-07-09,91374.53646659247
transact,2014-07-31,fct,2014-07-10,96458.88690830767
transact,2014-07-31,fct,2014-07-11,101369.27243149288
transact,2014-07-31,fct,2014-07-12,NA
transact,2014-07-31,fct,2014-07-13,NA
transact,2014-07-31,fct,2014-07-14,108963.94106943434
transact,2014-07-31,fct,2014-07-15,101713.17955026131
transact,2014-07-31,fct,2014-07-16,102389.62880100757
transact,2014-07-31,fct,2014-07-17,106611.10614330726
transact,2014-07-31,fct,2014-07-18,108595.75134102444
transact,2014-07-31,fct,2014-07-19,NA
transact,2014-07-31,fct,2014-07-20,NA
transact,2014-07-31,fct,2014-07-21,103338.24102872003
transact,2014-07-31,fct,2014-07-22,93598.24865305914
transact,2014-07-31,fct,2014-07-23,93865.72175058669
transact,2014-07-31,fct,2014-07-24,99978.3713074167
transact,2014-07-31,fct,2014-07-25,105995.22504995862
transact,2014-07-31,fct,2014-07-26,NA
transact,2014-07-31,fct,2014-07-27,NA
transact,2014-07-31,fct,2014-07-28,118675.21877594637
transact,2014-07-31,fct,2014-07-29,113708.14776348129
transact,2014-07-31,fct,2014-07-30,116652.85303498592
